staff_id,staff_name,role,store_id,hire_date,hours_per_week,certification_level
EMP-00644,Kenneth Knight,Pharmacist,ST-0081,2024-08-18,20,Mid
EMP-00645,Stephanie Farmer,Pharmacy Technician,ST-0081,2017-02-26,20,Junior
EMP-00646,Richard Stevens,Pharmacy Technician,ST-0081,2018-06-27,30,Junior
EMP-00647,Brooke Bryant,Pharmacy Technician,ST-0081,2023-08-27,35,Mid
EMP-00648,Michael Anderson,Pharmacy Technician,ST-0081,2021-07-05,40,Junior
EMP-00649,Timothy Hill,Pharmacy Technician,ST-0081,2022-07-04,25,Junior
EMP-00650,Jacob Mckee,Pharmacy Technician,ST-0081,2019-03-11,35,Mid
EMP-00651,Mario Barber,Pharmacist,ST-0082,2020-05-10,20,Senior
EMP-00652,Brandon Davis,Pharmacist,ST-0082,2020-01-03,20,Mid
EMP-00653,Casey Perez,Pharmacy Technician,ST-0082,2023-12-12,40,Senior
EMP-00654,Michael Montoya,Pharmacy Technician,ST-0082,2023-07-24,40,Senior
EMP-00655,Karen Perez,Pharmacy Technician,ST-0082,2017-11-23,30,Senior
EMP-00656,Ashley Edwards,Pharmacist,ST-0083,2021-06-19,20,Senior
EMP-00657,Raymond Mullins,Pharmacist,ST-0083,2018-08-22,35,Senior
EMP-00658,Megan Jones,Pharmacy Technician,ST-0083,2025-12-16,35,Mid
EMP-00659,Matthew Alexander,Pharmacy Technician,ST-0083,2019-12-31,35,Mid
EMP-00660,Brittany Jenkins,Pharmacy Technician,ST-0083,2023-11-25,20,Junior
EMP-00661,Angelica Garcia,Pharmacist,ST-0084,2018-06-21,25,Junior
EMP-00662,Janet Richmond,Pharmacist,ST-0084,2021-09-22,40,Junior
EMP-00663,Danielle Newman,Pharmacy Technician,ST-0084,2020-08-06,40,Junior
EMP-00664,Lindsay Lawson,Pharmacy Technician,ST-0084,2016-10-30,25,Mid
EMP-00665,Mary Turner,Pharmacy Technician,ST-0084,2025-03-08,40,Mid
EMP-00666,Chelsea Myers,Pharmacy Technician,ST-0084,2017-04-21,35,Mid
EMP-00667,Rebecca Allen,Pharmacy Technician,ST-0084,2022-12-09,25,Senior
EMP-00668,Jonathan Wheeler,Pharmacist,ST-0085,2025-05-12,40,Mid
EMP-00669,Alexandria Ward,Pharmacist,ST-0085,2021-10-04,25,Mid
EMP-00670,Scott Carroll,Pharmacy Technician,ST-0085,2022-08-04,20,Junior
EMP-00671,Carrie Ruiz,Pharmacy Technician,ST-0085,2017-08-13,30,Mid
EMP-00672,Austin Baker,Pharmacy Technician,ST-0085,2017-01-19,40,Mid
EMP-00673,Tiffany Sanders,Pharmacist,ST-0086,2021-04-01,40,Mid
EMP-00674,Kathryn Perry,Pharmacist,ST-0086,2023-03-21,30,Mid
EMP-00675,Joshua Jensen,Pharmacist,ST-0086,2021-02-04,40,Junior
EMP-00676,Bob Mccall,Pharmacist,ST-0086,2019-01-07,40,Mid
EMP-00677,Jeanette Walters,Pharmacy Technician,ST-0086,2017-07-01,30,Mid
EMP-00678,Jeffrey Ashley,Pharmacy Technician,ST-0086,2020-06-07,35,Senior
EMP-00679,Brandon Hamilton,Pharmacy Technician,ST-0086,2024-02-02,40,Mid
EMP-00680,Amy Wade,Pharmacy Technician,ST-0086,2019-05-13,30,Mid
EMP-00681,Michael Miles,Pharmacy Technician,ST-0086,2019-03-01,40,Junior
EMP-00682,Gregory Holmes PhD,Pharmacist,ST-0087,2020-10-13,35,Mid
EMP-00683,Cameron Norman,Pharmacy Technician,ST-0087,2020-12-12,40,Junior
EMP-00684,Bailey Yoder,Pharmacy Technician,ST-0087,2022-01-27,40,Senior
EMP-00685,Denise Brown,Pharmacist,ST-0088,2026-03-09,25,Junior
EMP-00686,Kathleen Dixon,Pharmacist,ST-0088,2017-04-26,40,Junior
EMP-00687,Mr. Jacob Scott Jr.,Pharmacy Technician,ST-0088,2026-02-20,40,Mid
EMP-00688,Ashley Yang,Pharmacy Technician,ST-0088,2016-06-01,25,Senior
EMP-00689,Scott Sanchez,Pharmacy Technician,ST-0088,2024-05-26,30,Mid
EMP-00690,Thomas White,Pharmacy Technician,ST-0088,2016-12-22,30,Mid
EMP-00691,Suzanne Yang,Pharmacist,ST-0089,2023-07-05,25,Mid
EMP-00692,David Moon,Pharmacist,ST-0089,2021-10-26,40,Junior
EMP-00693,Blake Watson,Pharmacist,ST-0089,2024-11-30,40,Junior
EMP-00694,Amy Walker,Pharmacy Technician,ST-0089,2025-02-23,40,Junior
EMP-00695,Dr. Andrea Marshall,Pharmacy Technician,ST-0089,2021-03-06,40,Mid
EMP-00696,Emily Miller,Pharmacy Technician,ST-0089,2024-02-23,25,Junior
EMP-00697,Curtis Elliott,Pharmacy Technician,ST-0089,2021-07-18,25,Mid
EMP-00698,Dana Richardson,Pharmacy Technician,ST-0089,2024-10-07,30,Senior
EMP-00699,Dr. Morgan Payne PhD,Pharmacy Technician,ST-0089,2018-12-08,30,Junior
EMP-00700,Jason Hall,Pharmacist,ST-0090,2022-04-08,35,Mid
EMP-00701,Melissa Smith,Pharmacist,ST-0090,2022-01-27,25,Junior
EMP-00702,Matthew Sweeney,Pharmacist,ST-0090,2021-08-09,20,Mid
EMP-00703,Joseph Allen,Pharmacist,ST-0090,2024-09-29,40,Mid
EMP-00704,Valerie Thomas,Pharmacist,ST-0090,2021-02-18,40,Senior
EMP-00705,Thomas Merritt,Pharmacy Technician,ST-0090,2025-03-20,35,Senior
EMP-00706,Steven Ellis,Pharmacy Technician,ST-0090,2017-10-26,25,Junior
EMP-00707,Kathy Walsh,Pharmacy Technician,ST-0090,2023-01-31,30,Junior
EMP-00708,Keith Graham,Pharmacy Technician,ST-0090,2018-08-07,35,Senior
EMP-00709,Dean Edwards,Pharmacy Technician,ST-0090,2023-01-22,20,Junior
EMP-00710,Nancy Stewart,Pharmacy Technician,ST-0090,2020-12-31,35,Senior
EMP-00711,Tony Taylor,Pharmacist,ST-0091,2026-04-28,30,Mid
EMP-00712,Brian Cole,Pharmacist,ST-0091,2021-09-19,20,Junior
EMP-00713,Joshua Oconnell,Pharmacy Technician,ST-0091,2019-11-28,40,Senior
EMP-00714,John Phelps,Pharmacy Technician,ST-0091,2017-11-29,20,Senior
EMP-00715,Michael Mckenzie,Pharmacy Technician,ST-0091,2017-01-22,35,Senior
EMP-00716,Scott Hernandez,Pharmacy Technician,ST-0091,2020-08-06,35,Mid
EMP-00717,Jennifer Williams,Pharmacy Technician,ST-0091,2021-06-16,35,Mid
EMP-00718,William Johnson,Pharmacist,ST-0092,2023-04-03,25,Junior
EMP-00719,Kristi Pierce,Pharmacist,ST-0092,2017-12-26,30,Mid
EMP-00720,Robert Taylor,Pharmacist,ST-0092,2016-07-30,25,Mid
EMP-00721,Richard Walker,Pharmacy Technician,ST-0092,2019-09-30,40,Junior
EMP-00722,Jacqueline Mccoy,Pharmacy Technician,ST-0092,2017-10-21,40,Mid
EMP-00723,Deanna Hess,Pharmacy Technician,ST-0092,2016-09-29,40,Junior
EMP-00724,Christina Brewer PhD,Pharmacy Technician,ST-0092,2017-12-09,40,Senior
EMP-00725,Sandra Rivera,Pharmacist,ST-0093,2017-02-06,40,Mid
EMP-00726,Amber Glass,Pharmacist,ST-0093,2023-09-29,35,Mid
EMP-00727,Jennifer Johnson,Pharmacist,ST-0093,2023-08-20,40,Mid
EMP-00728,Daniel Lopez,Pharmacist,ST-0093,2021-02-18,20,Senior
EMP-00729,Charles Mendez,Pharmacy Technician,ST-0093,2020-07-22,40,Mid
EMP-00730,Kathleen Andrade,Pharmacy Technician,ST-0093,2024-07-10,25,Mid
EMP-00731,Douglas Taylor,Pharmacy Technician,ST-0093,2019-10-08,30,Mid
EMP-00732,Rebecca Wright,Pharmacy Technician,ST-0093,2025-08-16,25,Mid
EMP-00733,Virginia Casey,Pharmacy Technician,ST-0093,2022-06-26,40,Junior
EMP-00734,Richard Cooper,Pharmacy Technician,ST-0093,2025-12-30,40,Mid
EMP-00735,Jasmine White,Pharmacist,ST-0094,2021-10-19,40,Mid
EMP-00736,Alyssa Cochran,Pharmacist,ST-0094,2021-02-25,35,Mid
EMP-00737,William Moreno,Pharmacist,ST-0094,2026-04-23,40,Mid
EMP-00738,Dr. Ariel Sandoval MD,Pharmacy Technician,ST-0094,2017-04-29,30,Mid
EMP-00739,Theresa Johnston,Pharmacy Technician,ST-0094,2022-12-25,40,Mid
EMP-00740,Ryan Bruce,Pharmacy Technician,ST-0094,2019-05-16,40,Mid
EMP-00741,Evan Rojas,Pharmacist,ST-0095,2022-06-24,40,Junior
EMP-00742,Alyssa Haynes,Pharmacist,ST-0095,2026-01-12,35,Junior
EMP-00743,Kristine Lopez,Pharmacist,ST-0095,2024-09-30,30,Mid
EMP-00744,Casey Johnson,Pharmacy Technician,ST-0095,2017-05-01,30,Mid
EMP-00745,Daniel Fox,Pharmacy Technician,ST-0095,2016-05-21,30,Mid
EMP-00746,Lucas Drake,Pharmacy Technician,ST-0095,2022-03-04,25,Mid
EMP-00747,Tamara Richard,Pharmacy Technician,ST-0095,2021-11-17,25,Junior
EMP-00748,Charles Bush,Pharmacy Technician,ST-0095,2018-10-14,35,Mid
EMP-00749,Sarah Valencia,Pharmacist,ST-0096,2017-08-10,35,Mid
EMP-00750,Tom Foster,Pharmacist,ST-0096,2018-02-03,30,Senior
EMP-00751,Frank Daugherty,Pharmacy Technician,ST-0096,2023-10-22,35,Mid
EMP-00752,Toni Banks,Pharmacy Technician,ST-0096,2019-05-04,20,Junior
EMP-00753,Kristina Preston,Pharmacy Technician,ST-0096,2022-06-12,30,Mid
EMP-00754,Kevin Thompson,Pharmacy Technician,ST-0096,2021-08-05,35,Mid
EMP-00755,Elizabeth Thompson,Pharmacist,ST-0097,2016-05-28,35,Mid
EMP-00756,Tiffany Myers,Pharmacist,ST-0097,2026-01-11,40,Mid
EMP-00757,Lance Mccall,Pharmacist,ST-0097,2020-02-18,40,Junior
EMP-00758,Ashley Crawford,Pharmacist,ST-0097,2022-01-03,25,Junior
EMP-00759,Cynthia Haas,Pharmacy Technician,ST-0097,2019-03-26,35,Senior
EMP-00760,Tracey Underwood,Pharmacy Technician,ST-0097,2022-02-01,25,Senior
EMP-00761,Derek Wright,Pharmacy Technician,ST-0097,2017-07-12,20,Senior
EMP-00762,Richard Le,Pharmacy Technician,ST-0097,2017-03-12,30,Junior
EMP-00763,Nicholas Costa,Pharmacy Technician,ST-0097,2023-06-02,35,Junior
EMP-00764,James Payne Jr.,Pharmacy Technician,ST-0097,2024-07-13,30,Junior
EMP-00765,Laura Chang,Pharmacy Technician,ST-0097,2020-03-18,40,Mid
EMP-00766,Benjamin Singleton,Pharmacy Technician,ST-0097,2021-05-23,30,Mid
EMP-00767,Dean Garcia,Pharmacist,ST-0098,2022-03-10,40,Junior
EMP-00768,James Dennis,Pharmacist,ST-0098,2025-09-06,30,Junior
EMP-00769,Vanessa Morgan,Pharmacist,ST-0098,2024-08-02,25,Mid
EMP-00770,Jessica Valdez,Pharmacy Technician,ST-0098,2023-10-06,25,Mid
EMP-00771,Brian Harris,Pharmacy Technician,ST-0098,2019-08-10,40,Junior
EMP-00772,Julian Frost,Pharmacy Technician,ST-0098,2025-07-25,35,Junior
EMP-00773,Douglas Young,Pharmacy Technician,ST-0098,2017-03-21,40,Mid
EMP-00774,Joshua Henry,Pharmacy Technician,ST-0098,2017-04-20,40,Mid
EMP-00775,Jeffrey Phillips,Pharmacy Technician,ST-0098,2024-07-18,20,Mid
EMP-00776,Alexander Jackson,Pharmacy Technician,ST-0098,2021-05-04,40,Mid
EMP-00777,Kara Wilson,Pharmacist,ST-0099,2023-02-19,40,Senior
EMP-00778,Steven Baker,Pharmacist,ST-0099,2025-08-19,25,Junior
EMP-00779,Jacob James,Pharmacy Technician,ST-0099,2019-07-20,35,Mid
EMP-00780,Dennis Marshall,Pharmacy Technician,ST-0099,2020-03-22,40,Senior
EMP-00781,Kristy Hernandez,Pharmacy Technician,ST-0099,2018-01-07,30,Junior
EMP-00782,Gregg Weaver,Pharmacist,ST-0100,2020-03-30,40,Junior
EMP-00783,Sara Cardenas,Pharmacy Technician,ST-0100,2023-07-01,40,Mid
EMP-00784,Melissa Mayer,Pharmacy Technician,ST-0100,2026-02-12,40,Junior
EMP-00785,Karen Miller,Pharmacy Technician,ST-0100,2016-12-18,35,Mid
EMP-00786,Stephanie Mcbride,Pharmacy Technician,ST-0100,2018-11-19,35,Junior
EMP-00787,Peter Thompson,Pharmacist,ST-0101,2019-03-21,40,Senior
EMP-00788,Rhonda Martinez,Pharmacist,ST-0101,2023-07-30,25,Junior
EMP-00789,Michael Harris,Pharmacy Technician,ST-0101,2018-11-21,20,Mid
EMP-00790,Deanna Bartlett,Pharmacy Technician,ST-0101,2017-07-07,35,Mid
EMP-00791,Justin Arnold,Pharmacy Technician,ST-0101,2021-01-27,25,Mid
EMP-00792,Sylvia Smith,Pharmacist,ST-0102,2026-05-16,35,Mid
EMP-00793,Jennifer Perry,Pharmacist,ST-0102,2018-11-23,40,Junior
EMP-00794,Lauren Hanna,Pharmacist,ST-0102,2018-01-29,40,Mid
EMP-00795,Kristine Garcia,Pharmacy Technician,ST-0102,2021-03-29,30,Mid
EMP-00796,Sheryl Humphrey,Pharmacy Technician,ST-0102,2020-11-13,40,Senior
EMP-00797,John Lynch,Pharmacy Technician,ST-0102,2017-01-04,25,Junior
EMP-00798,Jamie Montgomery,Pharmacy Technician,ST-0102,2023-03-18,40,Mid
EMP-00799,Steve Rivera,Pharmacy Technician,ST-0102,2020-06-01,30,Junior
EMP-00800,John Adams,Pharmacist,ST-0103,2022-09-17,20,Senior
EMP-00801,Robert Turner,Pharmacist,ST-0103,2021-02-22,25,Junior
EMP-00802,Shannon Cohen,Pharmacist,ST-0103,2020-04-02,25,Mid
EMP-00803,William Ramos,Pharmacy Technician,ST-0103,2021-10-31,20,Mid
EMP-00804,Jason Brewer,Pharmacy Technician,ST-0103,2019-07-28,20,Senior
EMP-00805,Thomas Russell,Pharmacy Technician,ST-0103,2024-08-13,25,Mid
EMP-00806,Sharon Nicholson,Pharmacist,ST-0104,2025-02-20,40,Mid
EMP-00807,Ana Mckinney,Pharmacy Technician,ST-0104,2023-03-28,35,Junior
EMP-00808,Samuel Suarez,Pharmacy Technician,ST-0104,2016-11-12,30,Mid
EMP-00809,Shaun Gonzalez,Pharmacy Technician,ST-0104,2017-05-10,40,Mid
EMP-00810,Jesus Hull,Pharmacist,ST-0105,2019-10-06,35,Mid
EMP-00811,Rodney Wagner,Pharmacist,ST-0105,2018-06-25,35,Junior
EMP-00812,Dana Burns,Pharmacist,ST-0105,2023-12-18,35,Senior
EMP-00813,Seth Matthews,Pharmacist,ST-0105,2022-04-29,25,Mid
EMP-00814,Ryan Green,Pharmacist,ST-0105,2017-11-29,25,Mid
EMP-00815,James Martin,Pharmacy Technician,ST-0105,2026-02-09,20,Mid
EMP-00816,Cindy Walker,Pharmacy Technician,ST-0105,2020-03-15,40,Junior
EMP-00817,Debra Ortiz,Pharmacy Technician,ST-0105,2016-09-18,40,Mid
EMP-00818,Tracy Fleming,Pharmacy Technician,ST-0105,2024-06-09,40,Junior
EMP-00819,Maria Burke,Pharmacy Technician,ST-0105,2016-07-08,30,Junior
EMP-00820,Lee Hahn,Pharmacy Technician,ST-0105,2021-01-22,40,Senior
EMP-00821,James Bailey,Pharmacist,ST-0106,2020-08-29,35,Senior
EMP-00822,Eric Meyer,Pharmacist,ST-0106,2023-02-17,35,Mid
EMP-00823,Adrienne Key,Pharmacist,ST-0106,2022-09-28,20,Mid
EMP-00824,Linda Campbell,Pharmacy Technician,ST-0106,2018-03-19,25,Senior
EMP-00825,Mr. Donald Nguyen,Pharmacy Technician,ST-0106,2021-01-31,40,Mid
EMP-00826,Michael Stafford,Pharmacy Technician,ST-0106,2021-06-16,20,Junior
EMP-00827,Joseph Allen,Pharmacy Technician,ST-0106,2017-05-04,30,Mid
EMP-00828,Rebekah Greene,Pharmacy Technician,ST-0106,2021-10-23,20,Senior
EMP-00829,Mikayla Rios,Pharmacy Technician,ST-0106,2021-05-27,35,Junior
EMP-00830,Jason Price,Pharmacy Technician,ST-0106,2016-12-22,30,Mid
EMP-00831,Wendy Cabrera,Pharmacist,ST-0107,2022-03-19,35,Mid
EMP-00832,Courtney Nichols,Pharmacist,ST-0107,2024-06-20,40,Mid
EMP-00833,Megan Romero,Pharmacy Technician,ST-0107,2019-04-08,40,Senior
EMP-00834,Sherri White,Pharmacy Technician,ST-0107,2018-01-13,25,Senior
EMP-00835,Patrick Hardy,Pharmacist,ST-0108,2025-11-19,25,Senior
EMP-00836,Catherine Frazier,Pharmacist,ST-0108,2022-01-31,30,Senior
EMP-00837,Courtney Walker,Pharmacist,ST-0108,2021-08-07,40,Senior
EMP-00838,Stephen Watson,Pharmacist,ST-0108,2026-05-03,40,Junior
EMP-00839,Samuel Ruiz,Pharmacy Technician,ST-0108,2026-04-21,20,Mid
EMP-00840,Lisa Kennedy,Pharmacy Technician,ST-0108,2019-09-07,25,Mid
EMP-00841,Sharon James,Pharmacy Technician,ST-0108,2021-06-13,30,Senior
EMP-00842,Seth Hernandez,Pharmacy Technician,ST-0108,2019-10-13,35,Senior
EMP-00843,William Orozco,Pharmacy Technician,ST-0108,2024-02-28,25,Senior
EMP-00844,Scott White,Pharmacy Technician,ST-0108,2017-10-01,40,Mid
EMP-00845,Mr. Christopher Walters,Pharmacist,ST-0109,2016-06-15,35,Mid
EMP-00846,Daniel Ayala,Pharmacy Technician,ST-0109,2026-03-06,25,Mid
EMP-00847,Katherine Gallagher,Pharmacy Technician,ST-0109,2017-11-15,30,Junior
EMP-00848,Jeffrey Jordan,Pharmacist,ST-0110,2023-09-03,30,Junior
EMP-00849,Janet Johnson,Pharmacist,ST-0110,2019-10-08,20,Junior
EMP-00850,Tiffany Mcclain,Pharmacist,ST-0110,2025-05-29,40,Mid
EMP-00851,Michael Sims,Pharmacy Technician,ST-0110,2020-08-10,40,Mid
EMP-00852,Shawn Collins,Pharmacy Technician,ST-0110,2018-02-14,30,Mid
EMP-00853,Kevin Jackson,Pharmacy Technician,ST-0110,2017-02-25,30,Junior
EMP-00854,Earl Luna,Pharmacy Technician,ST-0110,2025-04-16,35,Junior
EMP-00855,Stephen Cowan,Pharmacy Technician,ST-0110,2022-03-16,35,Mid
EMP-00856,Katherine Christensen MD,Pharmacy Technician,ST-0110,2023-03-28,25,Junior
EMP-00857,Danny Mercer,Pharmacy Technician,ST-0110,2019-12-20,40,Mid
EMP-00858,Leah Jackson,Pharmacist,ST-0111,2022-08-11,20,Senior
EMP-00859,Rebecca Brooks,Pharmacist,ST-0111,2020-09-22,20,Mid
EMP-00860,Lisa Wheeler,Pharmacy Technician,ST-0111,2017-03-11,40,Junior
EMP-00861,Martha Smith,Pharmacy Technician,ST-0111,2018-05-06,25,Junior
EMP-00862,James Kelley,Pharmacy Technician,ST-0111,2024-06-11,30,Junior
EMP-00863,Christine Jennings,Pharmacist,ST-0112,2016-07-13,40,Junior
EMP-00864,Matthew Bates,Pharmacist,ST-0112,2020-12-19,35,Senior
EMP-00865,Mercedes Barnes,Pharmacy Technician,ST-0112,2018-02-27,40,Mid
EMP-00866,Lisa Campbell,Pharmacy Technician,ST-0112,2018-03-08,30,Mid
EMP-00867,Mr. Richard Decker DVM,Pharmacy Technician,ST-0112,2022-06-19,35,Mid
EMP-00868,Elizabeth Williams,Pharmacist,ST-0113,2024-10-26,25,Senior
EMP-00869,Melissa Castillo,Pharmacist,ST-0113,2020-05-13,30,Junior
EMP-00870,Michael Meadows,Pharmacy Technician,ST-0113,2026-02-21,30,Mid
EMP-00871,Brittany Davis,Pharmacy Technician,ST-0113,2025-01-29,40,Mid
EMP-00872,Nathaniel Conway,Pharmacy Technician,ST-0113,2020-04-22,40,Junior
EMP-00873,William Baker,Pharmacy Technician,ST-0113,2017-03-24,30,Mid
EMP-00874,Christopher Williams,Pharmacist,ST-0114,2021-04-26,20,Junior
EMP-00875,Michael Simmons,Pharmacist,ST-0114,2018-05-07,40,Junior
EMP-00876,Peter Williams,Pharmacist,ST-0114,2018-09-23,35,Junior
EMP-00877,Carolyn Howard,Pharmacist,ST-0114,2023-10-27,20,Junior
EMP-00878,Debra Quinn,Pharmacy Technician,ST-0114,2022-09-18,40,Senior
EMP-00879,Catherine Morales,Pharmacy Technician,ST-0114,2024-02-21,40,Mid
EMP-00880,James Jefferson,Pharmacy Technician,ST-0114,2023-07-20,25,Mid
EMP-00881,Rebecca Wilson,Pharmacy Technician,ST-0114,2017-05-16,35,Senior
EMP-00882,Dr. Ashley Pruitt,Pharmacy Technician,ST-0114,2024-08-02,20,Mid
EMP-00883,Meghan White,Pharmacy Technician,ST-0114,2022-11-01,25,Junior
EMP-00884,Lisa Huffman,Pharmacy Technician,ST-0114,2018-08-06,40,Mid
EMP-00885,Mr. Stephen Alexander,Pharmacy Technician,ST-0114,2017-06-14,30,Mid
EMP-00886,Ernest Bush,Pharmacist,ST-0115,2025-04-21,35,Mid
EMP-00887,Laura Cunningham,Pharmacist,ST-0115,2022-02-17,40,Senior
EMP-00888,Melissa Montgomery,Pharmacist,ST-0115,2023-09-27,40,Junior
EMP-00889,Danielle Reed,Pharmacy Technician,ST-0115,2022-12-03,40,Mid
EMP-00890,Ronald Mcclain,Pharmacy Technician,ST-0115,2017-04-21,30,Senior
EMP-00891,Timothy Wagner,Pharmacy Technician,ST-0115,2024-05-11,20,Senior
EMP-00892,Sheila Jones,Pharmacy Technician,ST-0115,2024-09-26,35,Mid
EMP-00893,Gary Ramirez,Pharmacy Technician,ST-0115,2024-12-30,40,Senior
EMP-00894,Mason Powell,Pharmacist,ST-0116,2020-05-16,35,Mid
EMP-00895,Jeremy Berry,Pharmacist,ST-0116,2017-11-14,20,Mid
EMP-00896,Jillian Wilson,Pharmacist,ST-0116,2024-11-01,25,Mid
EMP-00897,Alicia Powell,Pharmacist,ST-0116,2016-12-25,35,Mid
EMP-00898,April Davis,Pharmacist,ST-0116,2021-07-22,20,Junior
EMP-00899,Kristina Pena,Pharmacy Technician,ST-0116,2024-02-19,40,Junior
EMP-00900,Heidi Brown,Pharmacy Technician,ST-0116,2020-03-02,20,Junior
EMP-00901,Evelyn Saunders,Pharmacy Technician,ST-0116,2024-06-03,40,Mid
EMP-00902,Heidi Chavez,Pharmacy Technician,ST-0116,2018-01-12,30,Junior
EMP-00903,Courtney Peterson,Pharmacy Technician,ST-0116,2021-05-05,30,Mid
EMP-00904,Jacqueline Rodriguez,Pharmacy Technician,ST-0116,2019-03-03,40,Junior
EMP-00905,Rodney Newton MD,Pharmacy Technician,ST-0116,2020-09-13,25,Junior
EMP-00906,Chelsea Conrad,Pharmacy Technician,ST-0116,2023-01-22,40,Mid
EMP-00907,Roger Lee,Pharmacist,ST-0117,2022-02-14,30,Junior
EMP-00908,Jason House,Pharmacist,ST-0117,2018-06-21,20,Senior
EMP-00909,Joanna Barrett,Pharmacist,ST-0117,2024-12-13,30,Mid
EMP-00910,Jonathan Moreno,Pharmacist,ST-0117,2017-03-14,35,Mid
EMP-00911,Jessica Richards,Pharmacy Technician,ST-0117,2025-01-08,25,Junior
EMP-00912,Susan Holt,Pharmacy Technician,ST-0117,2019-05-01,35,Mid
EMP-00913,Betty Hughes,Pharmacy Technician,ST-0117,2021-11-06,35,Mid
EMP-00914,Janice Petty,Pharmacy Technician,ST-0117,2020-08-06,20,Senior
EMP-00915,Victor Waller,Pharmacy Technician,ST-0117,2024-01-29,40,Junior
EMP-00916,Brenda Morrison,Pharmacist,ST-0118,2025-02-02,40,Mid
EMP-00917,Michael Valencia,Pharmacist,ST-0118,2025-10-16,35,Mid
EMP-00918,Christina Weber,Pharmacist,ST-0118,2021-04-26,40,Mid
EMP-00919,Tammy Anderson,Pharmacy Technician,ST-0118,2019-05-26,25,Junior
EMP-00920,Melissa Morris,Pharmacy Technician,ST-0118,2018-05-04,40,Junior
EMP-00921,Kristina Aguilar,Pharmacy Technician,ST-0118,2023-06-24,30,Mid
EMP-00922,Stephanie Ferguson,Pharmacy Technician,ST-0118,2023-07-24,30,Mid
EMP-00923,Kelly Johnson,Pharmacy Technician,ST-0118,2018-11-06,40,Junior
EMP-00924,Anthony Adams,Pharmacist,ST-0119,2019-02-11,25,Junior
EMP-00925,Miss Brianna Brown,Pharmacist,ST-0119,2021-05-24,40,Mid
EMP-00926,Joshua Howard,Pharmacist,ST-0119,2024-01-28,30,Senior
EMP-00927,Sean Stevenson,Pharmacy Technician,ST-0119,2020-03-10,40,Senior
EMP-00928,Kristina Young,Pharmacy Technician,ST-0119,2021-04-08,40,Junior
EMP-00929,Amber James,Pharmacy Technician,ST-0119,2023-06-18,40,Mid
EMP-00930,Vanessa Edwards,Pharmacy Technician,ST-0119,2025-10-07,40,Mid
EMP-00931,Patrick Harris,Pharmacy Technician,ST-0119,2023-11-30,40,Mid
EMP-00932,Susan Bush,Pharmacy Technician,ST-0119,2022-08-19,25,Mid
EMP-00933,Kimberly Morrison,Pharmacy Technician,ST-0119,2019-09-01,40,Senior
EMP-00934,Christopher Fleming,Pharmacist,ST-0120,2019-07-22,20,Junior
EMP-00935,Nancy Wilson,Pharmacist,ST-0120,2017-01-24,25,Mid
EMP-00936,Justin Anderson,Pharmacist,ST-0120,2026-04-23,40,Junior
EMP-00937,Abigail Owens,Pharmacy Technician,ST-0120,2019-01-03,35,Senior
EMP-00938,Timothy Carlson,Pharmacy Technician,ST-0120,2021-07-01,40,Mid
EMP-00939,Kenneth Howard DDS,Pharmacy Technician,ST-0120,2021-10-13,35,Mid
EMP-00940,Tina Meyer,Pharmacist,ST-0121,2024-12-19,30,Mid
EMP-00941,Joshua Powell,Pharmacist,ST-0121,2022-04-27,40,Senior
EMP-00942,Daniel Rivera,Pharmacy Technician,ST-0121,2022-07-06,35,Mid
EMP-00943,Travis Montgomery,Pharmacy Technician,ST-0121,2024-06-14,25,Mid
EMP-00944,Samantha Zavala MD,Pharmacist,ST-0122,2022-04-06,20,Junior
EMP-00945,Tanner Austin,Pharmacist,ST-0122,2020-07-10,40,Senior
EMP-00946,Melanie Flores,Pharmacist,ST-0122,2018-04-21,20,Mid
EMP-00947,Joshua Campbell,Pharmacist,ST-0122,2025-03-02,40,Junior
EMP-00948,Jaime Lang,Pharmacy Technician,ST-0122,2023-12-15,35,Mid
EMP-00949,Mr. Matthew Flores,Pharmacy Technician,ST-0122,2017-10-10,35,Junior
EMP-00950,Carol Huber,Pharmacy Technician,ST-0122,2025-07-11,30,Mid
EMP-00951,Lori Clark,Pharmacy Technician,ST-0122,2020-01-01,35,Junior
EMP-00952,Jessica Garcia,Pharmacy Technician,ST-0122,2025-07-10,40,Junior
EMP-00953,Sherry Figueroa,Pharmacy Technician,ST-0122,2023-10-12,40,Junior
EMP-00954,Teresa Burgess,Pharmacist,ST-0123,2018-12-28,40,Mid
EMP-00955,Mitchell Johnson,Pharmacist,ST-0123,2017-08-15,30,Junior
EMP-00956,Robert Grant,Pharmacist,ST-0123,2026-02-26,30,Senior
EMP-00957,Susan Russell,Pharmacy Technician,ST-0123,2024-01-19,40,Mid
EMP-00958,Jessica Smith,Pharmacy Technician,ST-0123,2018-05-22,30,Mid
EMP-00959,Margaret Montgomery,Pharmacy Technician,ST-0123,2026-05-03,40,Mid
EMP-00960,Ryan Howard,Pharmacy Technician,ST-0123,2024-12-05,30,Mid
EMP-00961,Richard Turner,Pharmacy Technician,ST-0123,2017-11-05,40,Junior
EMP-00962,Timothy James,Pharmacist,ST-0124,2016-11-24,35,Mid
EMP-00963,Joseph Taylor,Pharmacist,ST-0124,2023-01-10,40,Junior
EMP-00964,Sarah Phillips,Pharmacy Technician,ST-0124,2018-10-29,35,Mid
